school,Room,Result,Sampler
Frederick H Tuttle Middle School,213,11,vt
Frederick H Tuttle Middle School,210,11,vt
Frederick H Tuttle Middle School,2nd Floor W. Hall,8.7,vt
Frederick H Tuttle Middle School,2nd Floor Boy's Bathroom,7.7,vt
Frederick H Tuttle Middle School,237,11,vt
Frederick H Tuttle Middle School,Service's Hall,13,vt
Frederick H Tuttle Middle School,Mezzanine (above 241),12,vt
Frederick H Tuttle Middle School,241,11,vt
Frederick H Tuttle Middle School,229,11,vt
Frederick H Tuttle Middle School,100,13,vt
Frederick H Tuttle Middle School,101,11,vt
Frederick H Tuttle Middle School,Special Ed. Hall,6.3,vt
Frederick H Tuttle Middle School,DUP 02- Special Ed Hall,4.6,vt
Frederick H Tuttle Middle School,130,7.3,vt
Frederick H Tuttle Middle School,174,6.5,vt
Frederick H Tuttle Middle School,134,9.5,vt
Frederick H Tuttle Middle School,136,6.8,vt
Frederick H Tuttle Middle School,135,7.6,vt
Frederick H Tuttle Middle School,Library Hall,7.3,vt
Frederick H Tuttle Middle School,142,9,vt
Frederick H Tuttle Middle School,E276,10,vt
Frederick H Tuttle Middle School,274,21,vt
Frederick H Tuttle Middle School,273,8.2,vt
Frederick H Tuttle Middle School,270,8.4,vt
Frederick H Tuttle Middle School,269,12,vt
Frederick H Tuttle Middle School,2nd Floor girlâ€™s locker hall,7.6,vt
Frederick H Tuttle Middle School,216,5.9,vt
Frederick H Tuttle Middle School,215,7.3,vt
Frederick H Tuttle Middle School,248,6.3,vt
Frederick H Tuttle Middle School,251,6.5,vt
Frederick H Tuttle Middle School,163,5.2,vt
Frederick H Tuttle Middle School,1st Floor E. Hall,5.1,vt
Frederick H Tuttle Middle School,167B,5.4,vt
Frederick H Tuttle Middle School,167A,7.3,vt
Frederick H Tuttle Middle School,165,5.9,vt
Frederick H Tuttle Middle School,Boiler Room,0,vt
Frederick H Tuttle Middle School,161,7.8,vt
Frederick H Tuttle Middle School,157,5,vt
Frederick H Tuttle Middle School,156,52,vt
Frederick H Tuttle Middle School,Kitchen,8.5,vt
Frederick H Tuttle Middle School,DUP 03- Cafeteria/Stage,5.8,vt
Frederick H Tuttle Middle School,Cafeteria/Stage,7.3,vt
Frederick H Tuttle Middle School,104,12,vt
Frederick H Tuttle Middle School,103,10,vt
Frederick H Tuttle Middle School,102,11,vt
Frederick H Tuttle Middle School,Girl's Cafeteria Bathroom,4,vt
Frederick H Tuttle Middle School,Library,7.5,vt
Frederick H Tuttle Middle School,DUP 04-Library,7.5,vt
Frederick H Tuttle Middle School,149,7,vt
Frederick H Tuttle Middle School,Stairwell 1,7,vt
Frederick H Tuttle Middle School,168,12,vt
Frederick H Tuttle Middle School,152,5.9,vt
Frederick H Tuttle Middle School,Sick Bay,4.8,vt
Frederick H Tuttle Middle School,Nurse Office,4.2,vt
Frederick H Tuttle Middle School,107,5,vt
Frederick H Tuttle Middle School,106A,5.4,vt
Frederick H Tuttle Middle School,109,4.7,vt
Frederick H Tuttle Middle School,File Room,5.6,vt
Frederick H Tuttle Middle School,106 Suite,2.8,vt
Frederick H Tuttle Middle School,111,3.2,vt
Frederick H Tuttle Middle School,116,2.5,vt
Frederick H Tuttle Middle School,FB,0,vt
Frederick H Tuttle Middle School,Lobby,6.1,vt
Frederick H Tuttle Middle School,Gym,10,vt
Frederick H Tuttle Middle School,DUP 01-Gym,12,vt
Frederick H Tuttle Middle School,118,0,vt
Frederick H Tuttle Middle School,119,4.5,vt
Frederick H Tuttle Middle School,120,2.7,vt
Frederick H Tuttle Middle School,Boyâ€™s Locker,9.7,vt
Frederick H Tuttle Middle School,125,5.2,vt
Frederick H Tuttle Middle School,Stairwell 3,0,vt
Frederick H Tuttle Middle School,Ambient,0,vt
Williston Schools,Mosiaic hallway 1100,18,vt
Williston Schools,Mosiac bathroom 1103,12,vt
Williston Schools,Mosiac custodial 1106,25,vt
Williston Schools,Mosiac classroom Champlain Art,9.4,vt
Williston Schools,Mosiac classroom 1114,34,vt
Williston Schools,Mosiac classroom-1119,12,vt
Williston Schools,World language hallway,15,vt
Williston Schools,World language classroom 1213,6.1,vt
Williston Schools,world lanuage classroom 1213 ,6.7,vt
Williston Schools,World language classroom 1214,7.1,vt
Williston Schools,World language hallway bathroom 1221,7,vt
Williston Schools,storage 1222/1223,6.7,vt
Williston Schools,music classroom,6.3,vt
Williston Schools,utility room 1502,110,vt
Williston Schools,kitchen,55,vt
Williston Schools,cafeteria ,27,vt
Williston Schools,FACS classroom,85,vt
Williston Schools,sterling hallway 1601,21,vt
Williston Schools,library storage ,220,vt
Williston Schools,IT closet b,120,vt
Williston Schools,boiler room,48,vt
Williston Schools,"""old"" gym",0,vt
Williston Schools,"""old"" gym (Dup)",17,vt
Williston Schools,gym storage,80,vt
Williston Schools,girls lockeroom,73,vt
Williston Schools,boys locker room bath,160,vt
Williston Schools,gym office 1656,180,vt
Williston Schools,kaleidoscope classroom 1677,21,vt
Williston Schools,sterling classroom 1681,18,vt
Williston Schools,sterling classroom 1685,10,vt
Williston Schools,sterling classroom 1685,13,vt
Williston Schools,harbor hallway 2600,20,vt
Williston Schools,OT/PT,15,vt
Williston Schools,OT/PT (FB),0,vt
Williston Schools,harbor classroom 2613,17,vt
Williston Schools,Summit classroom 2615,20,vt
Williston Schools,summit classroom  2615 ,20,vt
Williston Schools,Summit classroom 2618,14,vt
Williston Schools,summit bathroom 2632,25,vt
Williston Schools,harbor classroom 2654/2655,120,vt
Williston Schools,harbor classroom 2674,30,vt
Williston Schools,main office staff bathroom 1,14,vt
Williston Schools,exterior boiler room,1.7,vt
Williston Schools,custodial closet 1,55,vt
Williston Schools,kitchen equipment storage closet ,120,vt
Williston Schools,nurses offices,56,vt
Williston Schools,kaleidoscope bathroom RB,0,vt
Williston Schools,harbor/ cafeteria staircase,12,vt
Ferrisburgh Central School,12,4.2,vt
Ferrisburgh Central School,15,2.2,vt
Ferrisburgh Central School,Coat_Room,0,vt
Ferrisburgh Central School,Boiler,1.9,vt
Ferrisburgh Central School,Kitchen ,0,vt
Ferrisburgh Central School,Kitchen_Staff ,2.7,vt
Ferrisburgh Central School,Gymnasium ,0,vt
Ferrisburgh Central School,Stage_Office,2.5,vt
Ferrisburgh Central School,Principal's_Office,2.8,vt
Ferrisburgh Central School,Main_Office_Reception,0,vt
Ferrisburgh Central School,43,0,vt
Ferrisburgh Central School,Main_Classroom_Hall,2.5,vt
Ferrisburgh Central School,10,0,vt
Ferrisburgh Central School,10,0,vt
Ferrisburgh Central School,17,6,vt
Ferrisburgh Central School,Vestibule ,0,vt
Ferrisburgh Central School,18,0,vt
Ferrisburgh Central School,9,7.1,vt
Ferrisburgh Central School,19,3.3,vt
Ferrisburgh Central School,21,0,vt
Ferrisburgh Central School,22,1.8,vt
Ferrisburgh Central School,24,0,vt
Ferrisburgh Central School,27,0,vt
Ferrisburgh Central School,27,0,vt
Ferrisburgh Central School,Hall_Boundary_1956 ,2.6,vt
Ferrisburgh Central School,Gym_Storage ,0,vt
Ferrisburgh Central School,,0,vt
Ferrisburgh Central School,9,0,vt
Orleans Elementary School,art/music room,0,vt
Orleans Elementary School,3rd grade classroom,0,vt
Orleans Elementary School,consumer science room,0,vt
Orleans Elementary School,kindergarten classroom,0,vt
Orleans Elementary School,2nd grade classroom,0,vt
Orleans Elementary School,main office,0,vt
Orleans Elementary School,math room,0,vt
Orleans Elementary School,math room,0,vt
Orleans Elementary School,science room,0,vt
Orleans Elementary School,guidance office,0,vt
Orleans Elementary School,boiler room,0,vt
Orleans Elementary School,art/music room,0,vt
Orleans Elementary School,2nd floor hallway,0,vt
Orleans Elementary School,stair well,0,vt
Orleans Elementary School,paper closet,0,vt
Orleans Elementary School,nurses office,0,vt
Irasburg Village School,first grade classroom,4.8,vt
Irasburg Village School,fourth grade classroom,3.8,vt
Irasburg Village School,math classroom,4,vt
Irasburg Village School,science classroom,0,vt
Irasburg Village School,,0,vt
Irasburg Village School,art/music/library room,6.1,vt
Irasburg Village School,main office bathroom 1,15,vt
Irasburg Village School,gym bathroom 1,12,vt
Irasburg Village School,Hall barthoom 1,14,vt
Irasburg Village School,Boiler room,4.8,vt
Irasburg Village School,kindergarden classroom,5.1,vt
Irasburg Village School,math classroom,0,vt
Irasburg Village School,gym cafeteria,0,vt
Irasburg Village School,hallway a,8.6,vt
Irasburg Village School,hallway d,4.1,vt
Irasburg Village School,kindergarden classroom,5.5,vt
Irasburg Village School,kitchen,8.6,vt
Irasburg Village School,nurses office,11,vt
Irasburg Village School,resource room,4.2,vt
Irasburg Village School,stair a,6.1,vt
Irasburg Village School,upstairs storage,4.3,vt
Stowe High School,1097,14,vt
Stowe High School,1126,0,vt
Stowe High School,1138,17,vt
Stowe High School,1141,9.3,vt
Stowe High School,1142,8.6,vt
Stowe High School,1145,11,vt
Stowe High School,1147,0,vt
Stowe High School,1149,0,vt
Stowe High School,1151,7,vt
Stowe High School,1158,7.2,vt
Stowe High School,1166,12,vt
Stowe High School,1172,6.9,vt
Stowe High School,1174,0,vt
Stowe High School,1177,0,vt
Stowe High School,1180,0,vt
Stowe High School,1182,0,vt
Stowe High School,1183,0,vt
Stowe High School,1184,0,vt
Stowe High School,1192,0,vt
Stowe High School,1193,0,vt
Stowe High School,Air Handler 2,0,vt
Stowe High School,Ambient,0,vt
Stowe High School,Ambient,0,vt
Stowe High School,Art Room West,0,vt
Stowe High School,Auditorium,6.3,vt
Stowe High School,Auditorium,0,vt
Stowe High School,Band,19,vt
Stowe High School,Basement Staircase 4,0,vt
Stowe High School,Boiler,0,vt
Stowe High School,Boys Lockerroom,0,vt
Stowe High School,Cafeteria and Hallway,0,vt
Stowe High School,Cafeteria Bathroom East,11,vt
Stowe High School,Computer Lab,0,vt
Stowe High School,Facilities Room,6.3,vt
Stowe High School,Field Blank,0,vt
Stowe High School,Field Blank,0,vt
Stowe High School,Field Blank,0,vt
Stowe High School,First Floor Corridor 3,15,vt
Stowe High School,First Floor Corridor 4,7.1,vt
Stowe High School,First Floor Staircase 2,6.6,vt
Stowe High School,First Floor Staircase 3,22,vt
Stowe High School,First Floor Staircase 4,0,vt
Stowe High School,Garage,0,vt
Stowe High School,Gym,8.3,vt
Stowe High School,Gym,0,vt
Stowe High School,Gym Storage,0,vt
Stowe High School,Hallway Outside Music Room,15,vt
Stowe High School,Hallway To Gym,6.8,vt
Stowe High School,Handicap Bathroom,0,vt
Stowe High School,Home Ec,0,vt
Stowe High School,Library ,0,vt
Stowe High School,Library,0,vt
Stowe High School,Library Mens Bathroom,11,vt
Stowe High School,Little Gym,0,vt
Stowe High School,Lobby,0,vt
Stowe High School,Lobby,0,vt
Stowe High School,Lobby Mens Bathroom,6.9,vt
Stowe High School,Lobby Womens Bathroom,8.3,vt
Stowe High School,Lockerroom Office Bathroom,0,vt
Stowe High School,Metalworking Shop,0,vt
Stowe High School,Middle School Office A,0,vt
Stowe High School,Music Recording Room,28,vt
Stowe High School,Music Storage,37,vt
Stowe High School,Nurse Exam Room,7.5,vt
Stowe High School,Piano Room,29,vt
Stowe High School,Second Floor Bathroom 3,0,vt
Stowe High School,Second Floor Special Education,0,vt
Stowe High School,Second Floor Staff Break Room,0,vt
Stowe High School,Second Floor Staircase 1,0,vt
Stowe High School,Theater Lighting Room,7.1,vt
Stowe High School,Training Room,6.6,vt
Stowe High School,Weight Room,12,vt
Stowe High School,Woodshop,12,vt
Saint Paul's School,Chapel,22,vt
Saint Paul's School,Chapel,23,vt
Saint Paul's School,Chapel,0,vt
Saint Paul's School,Exterior  ,0,vt
Edmunds Elementary School,First Floor Custodian,10,vt
Edmunds Elementary School,1st Floor Hallway,0,vt
Edmunds Elementary School,1st Floor Hallway Vestibule,0,vt
Edmunds Elementary School,1st Floor Ramp,0,vt
Edmunds Elementary School,1st fl telcom rm,0,vt
Edmunds Elementary School,2nd Floor Hallway,5.6,vt
Edmunds Elementary School,2nd Floor Hallway,3.9,vt
Edmunds Elementary School,2nd Floor Mechanical ,4.3,vt
Edmunds Elementary School,2nd Fl Server,9.3,vt
Edmunds Elementary School,3rd Floor Hallway,3.2,vt
Edmunds Elementary School,Ambient,0,vt
Edmunds Elementary School,B101 Suite,0,vt
Edmunds Elementary School,B102 Bath,0,vt
Edmunds Elementary School,B109,0,vt
Edmunds Elementary School,B110,0,vt
Edmunds Elementary School,B112,0,vt
Edmunds Elementary School,B114,2.3,vt
Edmunds Elementary School,B115,0,vt
Edmunds Elementary School,B202 Suite,5.1,vt
Edmunds Elementary School,B205,4.5,vt
Edmunds Elementary School,B206 Suite,4,vt
Edmunds Elementary School,B208,2.6,vt
Edmunds Elementary School,B211,0,vt
Edmunds Elementary School,B212,12,vt
Edmunds Elementary School,B215,0,vt
Edmunds Elementary School,B302,8.8,vt
Edmunds Elementary School,B303 - Library,8.9,vt
Edmunds Elementary School,B311,12,vt
Edmunds Elementary School,B312A,0,vt
Edmunds Elementary School,B314,0,vt
Edmunds Elementary School,C Gym ,0,vt
Edmunds Elementary School,C11,3.3,vt
Edmunds Elementary School,C14D,4.3,vt
Edmunds Elementary School,C15,3,vt
Edmunds Elementary School,C202,2.8,vt
Edmunds Elementary School,C203,4.9,vt
Edmunds Elementary School,C8-Boys,5,vt
Edmunds Elementary School,Cafeteria,2.1,vt
Edmunds Elementary School,Cafeteria Boiler,3,vt
Edmunds Elementary School,Cafeteria Hall,2.7,vt
Edmunds Elementary School,D Gym/Stage,0,vt
Edmunds Elementary School,D Locker-Boys,6.6,vt
Edmunds Elementary School,D Locker-Girls,4.6,vt
Edmunds Elementary School,D005-Bath/Shower,3.1,vt
Edmunds Elementary School,D009,4.1,vt
Edmunds Elementary School,D101 Stairwell,0,vt
Edmunds Elementary School,D102,4.1,vt
Edmunds Elementary School,D103,0,vt
Edmunds Elementary School,D202,0,vt
Edmunds Elementary School,D203(Music Room),0,vt
Edmunds Elementary School,B303,4.2,vt
Edmunds Elementary School,C Gym ,0,vt
Edmunds Elementary School,D Gym/Stage,0,vt
Edmunds Elementary School,Cafeteria,0,vt
Edmunds Elementary School,Gym Lobby,0,vt
Edmunds Elementary School,Kitchen,2.8,vt
Edmunds Elementary School,South Stairwell,2.9,vt
Browns River Middle School,136,4.7,vt
Browns River Middle School,143,34,vt
Browns River Middle School,2003,9.9,vt
Browns River Middle School,2006,13,vt
Browns River Middle School,2008,8.1,vt
Browns River Middle School,2017,37,vt
Browns River Middle School,2022,5.3,vt
Browns River Middle School,2026,47,vt
Browns River Middle School,2028,47,vt
Browns River Middle School,2030,78,vt
Browns River Middle School,2030,61,vt
Browns River Middle School,2032,38,vt
Browns River Middle School,2033,32,vt
Browns River Middle School,2035,45,vt
Browns River Middle School,2038,66,vt
Browns River Middle School,2038,66,vt
Browns River Middle School,2040,2.8,vt
Browns River Middle School,2204,81,vt
Browns River Middle School,2207,79,vt
Browns River Middle School,2208,76,vt
Browns River Middle School,2209,58,vt
Browns River Middle School,2216,9.6,vt
Browns River Middle School,2217,7,vt
Browns River Middle School,2218,15,vt
Browns River Middle School,2224,12,vt
Browns River Middle School,2225,13,vt
Browns River Middle School,2225,13,vt
Browns River Middle School,2227,5.5,vt
Browns River Middle School,2208H,44,vt
Browns River Middle School,2219A,17,vt
Browns River Middle School,BR1,15,vt
Browns River Middle School,BR4,9.7,vt
Browns River Middle School,BR5,20,vt
Browns River Middle School,H1,8,vt
Browns River Middle School,H4,8.1,vt
Browns River Middle School,H5,20,vt
Browns River Middle School,MR,35,vt
Browns River Middle School,NA,0,vt
Browns River Middle School,ST3,9.7,vt
Browns River Middle School,ST4,41,vt
Browns River Middle School,Field Blank,0,vt
Green Mountain Uhs #35,"Main Building, Floor 1, Gym",29,vt
Green Mountain Uhs #35,"Main Building, Floor 2, Auditorium",36,vt
Green Mountain Uhs #35,"Main Building, Floor 2, Auditorium",34,vt
Green Mountain Uhs #35,"Main Building, Floor 1, Kitchen",52,vt
Green Mountain Uhs #35,"Main Building, Floor 2, Office 3",100,vt
Green Mountain Uhs #35,"Main Building, Floor 2, Girls Locker Room",71,vt
Green Mountain Uhs #35,"Main Building, Floor 1, Room 101",68,vt
Green Mountain Uhs #35,"Main Building, Floor 1, Room 103",84,vt
Green Mountain Uhs #35,"Main Building, Floor 1, Room 105",78,vt
Green Mountain Uhs #35,"Main Building, Floor 1, Room 107",54,vt
Green Mountain Uhs #35,"Main Building, Floor 1, Room 109",73,vt
Green Mountain Uhs #35,"Main Building, Floor 1, Room 109",59,vt
Green Mountain Uhs #35,"Main Building, Floor 2, Room 200",38,vt
Green Mountain Uhs #35,"Main Building, Floor 2, Room 201",91,vt
Green Mountain Uhs #35,"Main Building, Floor 2, Room 202",67,vt
Green Mountain Uhs #35,"Main Building, Floor 2, Room 203",160,vt
Green Mountain Uhs #35,"Main Building, Floor 2, Room 204",76,vt
Green Mountain Uhs #35,"Main Building, Floor 2, Room 204",73,vt
Green Mountain Uhs #35,"Main Building, Floor 2, Room 205",110,vt
Green Mountain Uhs #35,"Main Building, Floor 2, Room 206",61,vt
Green Mountain Uhs #35,"Main Building, Floor 2, Room 207",100,vt
Green Mountain Uhs #35,"Main Building, Floor 2, Room 208",54,vt
Green Mountain Uhs #35,"Main Building, Floor 2, Room 209",75,vt
Green Mountain Uhs #35,"Main Building, Floor 2, Room 210",37,vt
Green Mountain Uhs #35,"Main Building, Floor 2, Room 211",95,vt
Green Mountain Uhs #35,"Main Building, Floor 2, Room 212",79,vt
Green Mountain Uhs #35,"Main Building, Floor 2, Room 213",55,vt
Green Mountain Uhs #35,"Main Building, Floor 2, Band Room",31,vt
Green Mountain Uhs #35,"Main Building, Floor 2, Conference Room 1",72,vt
Green Mountain Uhs #35,"Main Building, Floor 2, Guidance Room",95,vt
Green Mountain Uhs #35,"Main Building, Floor 2, Main Office",59,vt
Green Mountain Uhs #35,"Main Building, Floor 2, Nurse 1",46,vt
Green Mountain Uhs #35,"Main Building, Floor 2, Office 1",41,vt
Green Mountain Uhs #35,"Main Building, Floor 2, Office 2",0,vt
Green Mountain Uhs #35,"Main Building, Floor 2, Office 4",41,vt
Green Mountain Uhs #35,"Main Building, Floor 2, Staff Room 1",44,vt
Green Mountain Uhs #35,"Main Building, Floor 3, Room 300",69,vt
Green Mountain Uhs #35,"Main Building, Floor 3, Room 301",130,vt
Green Mountain Uhs #35,"Main Building, Floor 3, Room 302",84,vt
Green Mountain Uhs #35,"Main Building, Floor 3, Room 303",120,vt
Green Mountain Uhs #35,"Main Building, Floor 3, Room 304",84,vt
Green Mountain Uhs #35,"Main Building, Floor 3, Room 305",160,vt
Green Mountain Uhs #35,"Main Building, Floor 3, Room 306",86,vt
Green Mountain Uhs #35,"Main Building, Floor 3, Room 307",93,vt
Green Mountain Uhs #35,"Main Building, Floor 3, Room 308",59,vt
Green Mountain Uhs #35,"Main Building, Floor 3, Room 309",150,vt
Green Mountain Uhs #35,"Main Building, Floor 3, Room 310",58,vt
Green Mountain Uhs #35,"Main Building, Floor 3, Room 311",70,vt
Green Mountain Uhs #35,"Main Building, Floor 3, Room 312",64,vt
Green Mountain Uhs #35,"Main Building, Floor 3, Room 312",61,vt
Green Mountain Uhs #35,"Main Building, Floor 3, Room 313",76,vt
Green Mountain Uhs #35,"Main Building, Floor 3, Room 314",59,vt
Green Mountain Uhs #35,"Main Building, Floor 3, Room 315",73,vt
Green Mountain Uhs #35,"Main Building, Floor 3, Room 316",49,vt
Green Mountain Uhs #35,"Main Building, Floor 3, Office 1",59,vt
Green Mountain Uhs #35,"Main Building, Floor 3, Office 2",54,vt
Green Mountain Uhs #35,"Main Building, Floor 3, Staff Room 1",40,vt
Green Mountain Uhs #35,"Main Building, Floor 3, Staff Room 2",52,vt
Green Mountain Uhs #35,"Main Building, Floor 3, Tech Lab",28,vt
Green Mountain Uhs #35,,0,vt
Bennington Elementary,AMB,0,vt
Bennington Elementary,BR102,4.4,vt
Bennington Elementary,BR107,6.7,vt
Bennington Elementary,BR119,8,vt
Bennington Elementary,BR203,5,vt
Bennington Elementary,GR153,3.7,vt
Bennington Elementary,JC115,4.9,vt
Bennington Elementary,FB,0,vt
Bennington Elementary,G160,0,vt
Bennington Elementary,H3,5.4,vt
Bennington Elementary,H5,6.7,vt
Bennington Elementary,K156,2.5,vt
Bennington Elementary,N135,4.7,vt
Bennington Elementary,R146,6.4,vt
Bennington Elementary,138,7.5,vt
Bennington Elementary,P104,4.7,vt
Bennington Elementary,CR110,5.2,vt
Bennington Elementary,CR110,5.1,vt
Bennington Elementary,CR119,4.6,vt
Bennington Elementary,CR126,4.9,vt
Bennington Elementary,CR202,7.2,vt
Bennington Elementary,CR207,5.6,vt
Bennington Elementary,R144,3.7,vt
Bennington Elementary,R144,3.5,vt
Bennington Elementary,ST1,6.3,vt
Bennington Elementary,ST2,9.6,vt
Bennington Elementary,C109,3.6,vt
Bennington Elementary,C113,6.3,vt
Bennington Elementary,C144,3.6,vt
Hartford High School,Lobby,98,vt
Hartford High School,Auditorium,160,vt
Hartford High School,Stage,200,vt
Hartford High School,137,62,vt
Hartford High School,131,21,vt
Hartford High School,131,0,vt
Hartford High School,138F,36,vt
Hartford High School,138B,19,vt
Hartford High School,Kitchen,350,vt
Hartford High School,130,11,vt
Hartford High School,126,15,vt
Hartford High School,121,7.2,vt
Hartford High School,115,86,vt
Hartford High School,124A,46,vt
Hartford High School,122,94,vt
Hartford High School,113,94,vt
Hartford High School,113,81,vt
Hartford High School,109-BR2,76,vt
Hartford High School,116,71,vt
Hartford High School,114,69,vt
Hartford High School,110,33,vt
Hartford High School,106A-BR1,96,vt
Hartford High School,106,65,vt
Hartford High School,104,6.8,vt
Hartford High School,101,51,vt
Hartford High School,MO-BR1,41,vt
Hartford High School,102,62,vt
Hartford High School,103,13,vt
Hartford High School,103C,8.5,vt
Hartford High School,103E,12,vt
Hartford High School,101A,39,vt
Hartford High School,Gym,100,vt
Hartford High School,Gym,130,vt
Hartford High School,Gym-Storage,560,vt
Hartford High School,Training,140,vt
Hartford High School,Gym-Office,92,vt
Hartford High School,Gym-Office-BR,90,vt
Hartford High School,Locker-Hall,240,vt
Hartford High School,Locker-G,89,vt
Hartford High School,Boiler,83,vt
Hartford High School,Ambient-1,2.9,vt
Hartford High School,SE-Stair,200,vt
Hartford High School,11-BR1,190,vt
Hartford High School,11-JC,98,vt
Hartford High School,SW-Hall,84,vt
Hartford High School,W-Stair,56,vt
Hartford High School,125,28,vt
Hartford High School,West-Hall,47,vt
Hartford High School,CP-2,54,vt
Hartford High School,CP-1,61,vt
Hartford High School,West-Hall-BR1,42,vt
Hartford High School,129A,61,vt
Hartford High School,142,65,vt
Hartford High School,144,480,vt
Hartford High School,141,1000,vt
Hartford High School,139,490,vt
Hartford High School,139A,370,vt
Hartford High School,139C,900,vt
Hartford High School,Cafeteria,220,vt
Hartford High School,Cafeteria,150,vt
Hartford High School,148,24,vt
Hartford High School,204,9,vt
Hartford High School,206,99,vt
Hartford High School,214,140,vt
Hartford High School,216-Library,35,vt
Hartford High School,216B,35,vt
Hartford High School,205,230,vt
Hartford High School,SE-Hall-2,130,vt
Hartford High School,209,120,vt
Hartford High School,SE-Hall-2-BR2,170,vt
Hartford High School,SE-Hall-2-JC,430,vt
Hartford High School,226,130,vt
Hartford High School,213,210,vt
Hartford High School,213,210,vt
Hartford High School,228,100,vt
Hartford High School,217,15,vt
Hartford High School,219,12,vt
Hartford High School,221,15,vt
Hartford High School,223A,5,vt
Hartford High School,105,230,vt
Hartford High School,Locker-B,160,vt
Hartford High School,138,47,vt
Hartford High School,134,28,vt
Hartford High School,Cafeteria-Hall-BR2,200,vt
Hartford High School,NEE-Custodial,590,vt
Hartford High School,306A,24,vt
Hartford High School,Attic,18,vt
Hartford High School,310,26,vt
Hartford High School,307,29,vt
Hartford High School,309,23,vt
Hartford High School,Greenhouse,5.9,vt
Hartford High School,GHS-1,0,vt
Hartford High School,312,32,vt
Hartford High School,314,15,vt
Hartford High School,223,5.6,vt
Hartford High School,232,7,vt
Hartford High School,NE-Hall-2-JC,18,vt
Hartford High School,NE-Hall-2-BR2,50,vt
Hartford High School,236,8.1,vt
Hartford High School,238,11,vt
Hartford High School,242,11,vt
Hartford High School,242,11,vt
Hartford High School,North-Hall-2,54,vt
Hartford High School,234,6.7,vt
Hartford High School,Best-Room,7.5,vt
Hartford High School,Conference,5.1,vt
Hartford High School,Conference,0,vt
Hartford High School,Trades-Shop,5.6,vt
Hartford High School,NE-Hall-3,74,vt
Hartford High School,301,5.9,vt
Hartford High School,301,5.6,vt
Hartford High School,303,12,vt
Hartford High School,311A,32,vt
Hartford High School,313,43,vt
Hartford High School,Ambient-2,3.1,vt
Molly Stark Elementary,O59,2.3,vt
Molly Stark Elementary,G69,4.5,vt
Molly Stark Elementary,T69,6.4,vt
Molly Stark Elementary,KITCHEN ,0,vt
Molly Stark Elementary,R80,3.4,vt
Molly Stark Elementary,TR81,6.7,vt
Molly Stark Elementary,CR86,0,vt
Molly Stark Elementary,BR86,3.8,vt
Molly Stark Elementary,BR85,6.9,vt
Molly Stark Elementary,CR87,5.7,vt
Molly Stark Elementary,A91,3.7,vt
Molly Stark Elementary,BR90,6.5,vt
Molly Stark Elementary,GR90,7,vt
Molly Stark Elementary,JC57,4.3,vt
Molly Stark Elementary,U50,4.6,vt
Molly Stark Elementary,CR49,3.9,vt
Molly Stark Elementary,CR43,3.9,vt
Molly Stark Elementary,R39,16,vt
Molly Stark Elementary,EC33,1.9,vt
Molly Stark Elementary,L22,0,vt
Molly Stark Elementary,CR26,0,vt
Molly Stark Elementary,CR23,0,vt
Molly Stark Elementary,BR23,0,vt
Molly Stark Elementary,CR1,0,vt
Molly Stark Elementary,BR1,0,vt
Molly Stark Elementary,H1,0,vt
Molly Stark Elementary,H1,0,vt
Molly Stark Elementary,H4,2.8,vt
Molly Stark Elementary,H4,3.5,vt
Molly Stark Elementary,AMB,0,vt
Molly Stark Elementary,FB,0,vt
Missisquoi Valley Uhs #7,Old Boiler Room,17,vt
Missisquoi Valley Uhs #7,A37 Cooking,0,vt
Missisquoi Valley Uhs #7,A32c,0,vt
Missisquoi Valley Uhs #7,A21 Lecture,0,vt
Missisquoi Valley Uhs #7,A33 Sewing,0,vt
Missisquoi Valley Uhs #7,Dressing Room - Band Side,21,vt
Missisquoi Valley Uhs #7,Commons,0,vt
Missisquoi Valley Uhs #7,B23,0,vt
Missisquoi Valley Uhs #7,C14,0,vt
Missisquoi Valley Uhs #7,C2,0,vt
Missisquoi Valley Uhs #7,C5,0,vt
Missisquoi Valley Uhs #7,C8,0,vt
Missisquoi Valley Uhs #7,D11,0,vt
Missisquoi Valley Uhs #7,D15,0,vt
Missisquoi Valley Uhs #7,D7,0,vt
Missisquoi Valley Uhs #7,Lobby,0,vt
Missisquoi Valley Uhs #7,D Section All-Gender Bath,0,vt
Missisquoi Valley Uhs #7,D Section Server Room,0,vt
Missisquoi Valley Uhs #7,Kitchen Office,0,vt
Missisquoi Valley Uhs #7,Theater,8.5,vt
Missisquoi Valley Uhs #7,Gym,0,vt
Missisquoi Valley Uhs #7,Theater Control Room,18,vt
Missisquoi Valley Uhs #7,Library Office,0,vt
Missisquoi Valley Uhs #7,Library,0,vt
Missisquoi Valley Uhs #7,A18 Media Room,0,vt
Missisquoi Valley Uhs #7,C11,0,vt
Missisquoi Valley Uhs #7,C21,0,vt
Missisquoi Valley Uhs #7,D14a,0,vt
Missisquoi Valley Uhs #7,Section C Hallway,0,vt
Missisquoi Valley Uhs #7,Section A Mail Room,0,vt
Missisquoi Valley Uhs #7,Sprinkler control room,0,vt
Missisquoi Valley Uhs #7,Section A Custodial Office,7,vt
Missisquoi Valley Uhs #7,Section C Custodial,0,vt
Missisquoi Valley Uhs #7,Girls Locker Room C,0,vt
